USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
19.08.2008;3.8292;14.08.2008;3.597;14.08.2008;4.635;14.08.2008;4.203;21.08.2008;4.363;18.08.2008;4.704
20.08.2008;3.8009;15.08.2008;3.571;15.08.2008;4.575;15.08.2008;4.165;22.08.2008;4.407;19.08.2008;4.799
21.08.2008;3.8291;18.08.2008;3.54;18.08.2008;4.596;18.08.2008;4.143;25.08.2008;4.309;20.08.2008;4.749
22.08.2008;3.8704;19.08.2008;3.561;19.08.2008;4.59;19.08.2008;4.165;26.08.2008;4.301;21.08.2008;4.788
25.08.2008;3.7837;20.08.2008;3.576;20.08.2008;4.559;20.08.2008;4.123;27.08.2008;4.369;22.08.2008;4.831
26.08.2008;3.7743;21.08.2008;3.597;21.08.2008;4.572;21.08.2008;4.175;28.08.2008;4.38;25.08.2008;4.753
27.08.2008;3.763;22.08.2008;3.615;22.08.2008;4.602;22.08.2008;4.219;29.08.2008;4.38;26.08.2008;4.756
28.08.2008;3.7779;25.08.2008;3.577;25.08.2008;4.595;25.08.2008;4.121;01.09.2008;4.332;27.08.2008;4.822
29.08.2008;3.8116;26.08.2008;3.543;26.08.2008;4.494;26.08.2008;4.114;02.09.2008;4.348;28.08.2008;4.819
01.09.2008;3.8115;27.08.2008;3.53;27.08.2008;4.505;27.08.2008;4.174;03.09.2008;4.347;29.08.2008;4.819
02.09.2008;3.7326;28.08.2008;3.515;28.08.2008;4.485;28.08.2008;4.179;04.09.2008;4.279;01.09.2008;4.769
03.09.2008;3.699;29.08.2008;3.534;29.08.2008;4.48;29.08.2008;4.176;05.09.2008;4.231;02.09.2008;4.776
04.09.2008;3.6227;01.09.2008;3.537;01.09.2008;4.458;01.09.2008;4.126;08.09.2008;4.292;03.09.2008;4.776
05.09.2008;3.6986;02.09.2008;3.485;02.09.2008;4.495;02.09.2008;4.141;09.09.2008;4.283;04.09.2008;4.715
08.09.2008;3.6743;03.09.2008;3.481;03.09.2008;4.496;03.09.2008;4.14;10.09.2008;4.289;05.09.2008;4.683
09.09.2008;3.5668;04.09.2008;3.456;04.09.2008;4.456;04.09.2008;4.07;11.09.2008;4.311;08.09.2008;4.744
10.09.2008;3.6295;05.09.2008;3.467;05.09.2008;4.381;05.09.2008;4.001;12.09.2008;4.409;09.09.2008;4.731
11.09.2008;3.6425;08.09.2008;3.48;08.09.2008;4.483;08.09.2008;4.064;15.09.2008;4.309;10.09.2008;4.736
12.09.2008;3.7187;09.09.2008;3.461;09.09.2008;4.44;09.09.2008;4.043;16.09.2008;4.274;11.09.2008;4.757
15.09.2008;3.3868;10.09.2008;3.46;10.09.2008;4.456;10.09.2008;4.066;17.09.2008;4.292;12.09.2008;4.838
16.09.2008;3.4357;11.09.2008;3.494;11.09.2008;4.448;11.09.2008;4.081;18.09.2008;4.353;15.09.2008;4.766
17.09.2008;3.4137;12.09.2008;3.595;12.09.2008;4.6;12.09.2008;4.185;19.09.2008;4.48;16.09.2008;4.743
18.09.2008;3.5437;15.09.2008;3.386;15.09.2008;4.46;15.09.2008;4.051;22.09.2008;4.522;17.09.2008;4.777
19.09.2008;3.8105;16.09.2008;3.455;16.09.2008;4.418;16.09.2008;3.996;23.09.2008;4.493;18.09.2008;4.854
22.09.2008;3.8351;17.09.2008;3.436;17.09.2008;4.407;17.09.2008;4.016;24.09.2008;4.415;19.09.2008;4.935
23.09.2008;3.7991;18.09.2008;3.512;18.09.2008;4.416;18.09.2008;4.036;25.09.2008;4.474;22.09.2008;4.941
24.09.2008;3.8104;19.09.2008;3.69;19.09.2008;4.605;19.09.2008;4.208;26.09.2008;4.419;23.09.2008;4.931
25.09.2008;3.854;22.09.2008;3.662;22.09.2008;4.689;22.09.2008;4.257;29.09.2008;4.288;24.09.2008;4.857
26.09.2008;3.852;23.09.2008;3.668;23.09.2008;4.664;23.09.2008;4.241;30.09.2008;4.345;25.09.2008;4.915
29.09.2008;3.5776;24.09.2008;3.662;24.09.2008;4.572;24.09.2008;4.164;01.10.2008;4.326;26.09.2008;4.884
30.09.2008;3.8234;25.09.2008;3.69;25.09.2008;4.622;25.09.2008;4.23;02.10.2008;4.251;29.09.2008;4.871
01.10.2008;3.7382;26.09.2008;3.682;26.09.2008;4.546;26.09.2008;4.164;03.10.2008;4.229;30.09.2008;4.896
02.10.2008;3.6276;29.09.2008;3.508;29.09.2008;4.383;29.09.2008;3.972;06.10.2008;4.043;01.10.2008;4.832
03.10.2008;3.6031;30.09.2008;3.757;30.09.2008;4.449;30.09.2008;4.015;07.10.2008;4.042;02.10.2008;4.757
06.10.2008;3.4532;01.10.2008;3.711;01.10.2008;4.432;01.10.2008;3.995;08.10.2008;4.099;03.10.2008;4.724
07.10.2008;3.5028;02.10.2008;3.653;02.10.2008;4.372;02.10.2008;3.931;09.10.2008;4.164;06.10.2008;4.576
08.10.2008;3.6401;03.10.2008;3.587;03.10.2008;4.405;03.10.2008;3.924;10.10.2008;4.299;07.10.2008;4.581
09.10.2008;3.785;06.10.2008;3.434;06.10.2008;4.216;06.10.2008;3.753;13.10.2008;4.349;08.10.2008;4.659
10.10.2008;3.8705;07.10.2008;3.509;07.10.2008;4.237;07.10.2008;3.752;14.10.2008;4.343;09.10.2008;4.738
13.10.2008;3.978;08.10.2008;3.586;08.10.2008;4.297;08.10.2008;3.803;15.10.2008;4.32;10.10.2008;4.869
14.10.2008;4.0772;09.10.2008;3.634;09.10.2008;4.366;09.10.2008;3.877;16.10.2008;4.28;13.10.2008;4.88
15.10.2008;3.9453;10.10.2008;3.793;10.10.2008;4.466;10.10.2008;3.996;17.10.2008;4.233;14.10.2008;4.856
16.10.2008;3.9569;13.10.2008;3.794;13.10.2008;4.662;13.10.2008;4.074;20.10.2008;4.226;15.10.2008;4.81
17.10.2008;3.9299;14.10.2008;3.822;14.10.2008;4.744;14.10.2008;4.116;21.10.2008;4.157;16.10.2008;4.774
20.10.2008;3.8416;15.10.2008;3.763;15.10.2008;4.709;15.10.2008;4.123;22.10.2008;4.054;17.10.2008;4.743
21.10.2008;3.7388;16.10.2008;3.754;16.10.2008;4.722;16.10.2008;4.069;23.10.2008;4.059;20.10.2008;4.731
22.10.2008;3.594;17.10.2008;3.727;17.10.2008;4.67;17.10.2008;4.014;24.10.2008;4.028;21.10.2008;4.693
23.10.2008;3.6745;20.10.2008;3.72;20.10.2008;4.614;20.10.2008;4.011;27.10.2008;4.051;22.10.2008;4.629
24.10.2008;3.6856;21.10.2008;3.696;21.10.2008;4.612;21.10.2008;3.94;28.10.2008;4.058;23.10.2008;4.656
27.10.2008;3.6874;22.10.2008;3.603;22.10.2008;4.483;22.10.2008;3.807;29.10.2008;4.132;24.10.2008;4.674
28.10.2008;3.8336;23.10.2008;3.619;23.10.2008;4.471;23.10.2008;3.779;30.10.2008;4.127;27.10.2008;4.722
29.10.2008;3.8546;24.10.2008;3.633;24.10.2008;4.358;24.10.2008;3.751;31.10.2008;4.302;28.10.2008;4.753
30.10.2008;3.9645;27.10.2008;3.618;27.10.2008;4.378;27.10.2008;3.76;03.11.2008;4.262;29.10.2008;4.903
31.10.2008;3.953;28.10.2008;3.689;28.10.2008;4.393;28.10.2008;3.752;04.11.2008;4.235;30.10.2008;4.984
03.11.2008;3.9141;29.10.2008;3.743;29.10.2008;4.399;29.10.2008;3.787;05.11.2008;4.183;31.10.2008;5.148
04.11.2008;3.7247;30.10.2008;3.72;30.10.2008;4.437;30.10.2008;3.771;06.11.2008;4.031;03.11.2008;5.027
05.11.2008;3.7019;31.10.2008;3.759;31.10.2008;4.524;31.10.2008;3.9;07.11.2008;3.972;04.11.2008;4.873
06.11.2008;3.6886;03.11.2008;3.803;03.11.2008;4.499;03.11.2008;3.831;10.11.2008;3.967;05.11.2008;4.783
07.11.2008;3.7929;04.11.2008;3.755;04.11.2008;4.477;04.11.2008;3.804;11.11.2008;3.951;06.11.2008;4.675
10.11.2008;3.7432;05.11.2008;3.748;05.11.2008;4.424;05.11.2008;3.767;12.11.2008;3.923;07.11.2008;4.609
11.11.2008;3.7432;06.11.2008;3.741;06.11.2008;4.325;06.11.2008;3.704;13.11.2008;4.044;10.11.2008;4.598
12.11.2008;3.6466;07.11.2008;3.721;07.11.2008;4.19;07.11.2008;3.681;14.11.2008;3.996;11.11.2008;4.62
13.11.2008;3.8525;10.11.2008;3.715;10.11.2008;4.197;10.11.2008;3.683;17.11.2008;3.998;12.11.2008;4.664
14.11.2008;3.7349;11.11.2008;3.715;11.11.2008;4.216;11.11.2008;3.671;18.11.2008;3.96;13.11.2008;4.691
17.11.2008;3.6484;12.11.2008;3.658;12.11.2008;4.108;12.11.2008;3.631;19.11.2008;3.879;14.11.2008;4.62
18.11.2008;3.5293;13.11.2008;3.735;13.11.2008;4.091;13.11.2008;3.64;20.11.2008;3.785;17.11.2008;4.681
19.11.2008;3.3205;14.11.2008;3.634;14.11.2008;4.071;14.11.2008;3.673;21.11.2008;3.809;18.11.2008;4.651
20.11.2008;3.0131;17.11.2008;3.571;17.11.2008;4.104;17.11.2008;3.661;24.11.2008;3.874;19.11.2008;4.552
21.11.2008;3.1974;18.11.2008;3.546;18.11.2008;4.079;18.11.2008;3.646;25.11.2008;3.785;20.11.2008;4.441
24.11.2008;3.3236;19.11.2008;3.512;19.11.2008;4.044;19.11.2008;3.542;26.11.2008;3.704;21.11.2008;4.461
25.11.2008;3.1078;20.11.2008;3.364;20.11.2008;3.889;20.11.2008;3.401;27.11.2008;3.711;24.11.2008;4.485
26.11.2008;2.9784;21.11.2008;3.471;21.11.2008;3.858;21.11.2008;3.39;28.11.2008;3.678;25.11.2008;4.439
27.11.2008;2.9778;24.11.2008;3.503;24.11.2008;3.936;24.11.2008;3.426;01.12.2008;3.62;26.11.2008;4.401
28.11.2008;2.92;25.11.2008;3.397;25.11.2008;3.87;25.11.2008;3.35;02.12.2008;3.503;27.11.2008;4.459
01.12.2008;2.7309;26.11.2008;3.365;26.11.2008;3.786;26.11.2008;3.284;03.12.2008;3.482;28.11.2008;4.462
02.12.2008;2.6724;27.11.2008;3.349;27.11.2008;3.784;27.11.2008;3.294;04.12.2008;3.549;01.12.2008;4.42
03.12.2008;2.6585;28.11.2008;3.324;28.11.2008;3.768;28.11.2008;3.258;05.12.2008;3.502;02.12.2008;4.312
04.12.2008;2.5513;01.12.2008;3.151;01.12.2008;3.66;01.12.2008;3.164;08.12.2008;3.636;03.12.2008;4.294
05.12.2008;2.7037;02.12.2008;3.16;02.12.2008;3.482;02.12.2008;3.048;09.12.2008;3.71;04.12.2008;4.426
08.12.2008;2.7378;03.12.2008;3.164;03.12.2008;3.43;03.12.2008;3.036;10.12.2008;3.65;05.12.2008;4.436
09.12.2008;2.6399;04.12.2008;3.055;04.12.2008;3.46;04.12.2008;3.096;11.12.2008;3.645;08.12.2008;4.534
10.12.2008;2.6824;05.12.2008;3.082;05.12.2008;3.419;05.12.2008;3.029;12.12.2008;3.732;09.12.2008;4.54
11.12.2008;2.6019;08.12.2008;3.081;08.12.2008;3.586;08.12.2008;3.155;15.12.2008;3.655;10.12.2008;4.477
12.12.2008;2.5705;09.12.2008;3.083;09.12.2008;3.577;09.12.2008;3.233;16.12.2008;3.611;11.12.2008;4.492
15.12.2008;2.5127;10.12.2008;3.093;10.12.2008;3.57;10.12.2008;3.208;17.12.2008;3.465;12.12.2008;4.619
16.12.2008;2.2558;11.12.2008;3.073;11.12.2008;3.601;11.12.2008;3.215;18.12.2008;3.452;15.12.2008;4.571
17.12.2008;2.1915;12.12.2008;3.093;12.12.2008;3.598;12.12.2008;3.297;19.12.2008;3.472;16.12.2008;4.46
18.12.2008;2.0788;15.12.2008;3.068;15.12.2008;3.472;15.12.2008;3.197;22.12.2008;3.405;17.12.2008;4.328
19.12.2008;2.1231;16.12.2008;2.945;16.12.2008;3.399;16.12.2008;3.135;23.12.2008;3.408;18.12.2008;4.322
22.12.2008;2.17;17.12.2008;2.869;17.12.2008;3.226;17.12.2008;2.987;24.12.2008;3.404;19.12.2008;4.36
23.12.2008;2.1729;18.12.2008;2.795;18.12.2008;3.175;18.12.2008;2.974;25.12.2008;3.403;22.12.2008;4.308
24.12.2008;2.182;19.12.2008;2.81;19.12.2008;3.178;19.12.2008;3.002;26.12.2008;3.403;23.12.2008;4.291
25.12.2008;2.1809;22.12.2008;2.817;22.12.2008;3.13;22.12.2008;2.937;29.12.2008;3.363;24.12.2008;4.29
26.12.2008;2.1318;23.12.2008;2.799;23.12.2008;3.124;23.12.2008;2.945;30.12.2008;3.41;25.12.2008;4.29
29.12.2008;2.0989;24.12.2008;2.802;24.12.2008;3.052;24.12.2008;2.942;31.12.2008;3.414;26.12.2008;4.29
30.12.2008;2.053;25.12.2008;2.8;25.12.2008;3.053;25.12.2008;2.941;01.01.2009;3.415;29.12.2008;4.323
31.12.2008;2.2123;26.12.2008;2.8;26.12.2008;3.052;26.12.2008;2.941;02.01.2009;3.391;30.12.2008;4.375
01.01.2009;2.2123;29.12.2008;2.618;29.12.2008;3.1;29.12.2008;2.909;05.01.2009;3.467;31.12.2008;4.382
02.01.2009;2.3688;30.12.2008;2.656;30.12.2008;3.089;30.12.2008;2.949;06.01.2009;3.619;01.01.2009;4.381
05.01.2009;2.4812;31.12.2008;2.684;31.12.2008;3.02;31.12.2008;2.951;07.01.2009;3.642;02.01.2009;4.316
06.01.2009;2.4454;01.01.2009;2.682;01.01.2009;3.02;01.01.2009;2.95;08.01.2009;3.58;05.01.2009;4.32
07.01.2009;2.4942;02.01.2009;2.836;02.01.2009;3.035;02.01.2009;2.957;09.01.2009;3.472;06.01.2009;4.456
08.01.2009;2.4398;05.01.2009;2.883;05.01.2009;3.154;05.01.2009;3.013;12.01.2009;3.467;07.01.2009;4.444
09.01.2009;2.39;06.01.2009;2.876;06.01.2009;3.261;06.01.2009;3.153;13.01.2009;3.48;08.01.2009;4.385
12.01.2009;2.3044;07.01.2009;2.932;07.01.2009;3.285;07.01.2009;3.198;14.01.2009;3.423;09.01.2009;4.331
13.01.2009;2.2924;08.01.2009;2.882;08.01.2009;3.22;08.01.2009;3.127;15.01.2009;3.395;12.01.2009;4.372
14.01.2009;2.1993;09.01.2009;2.81;09.01.2009;3.135;09.01.2009;3.017;16.01.2009;3.44;13.01.2009;4.398
15.01.2009;2.2055;12.01.2009;2.759;12.01.2009;3.139;12.01.2009;2.986;19.01.2009;3.524;14.01.2009;4.397
16.01.2009;2.3187;13.01.2009;2.722;13.01.2009;3.207;13.01.2009;2.991;20.01.2009;3.561;15.01.2009;4.409
19.01.2009;2.3184;14.01.2009;2.564;14.01.2009;3.12;14.01.2009;2.934;21.01.2009;3.572;16.01.2009;4.399
20.01.2009;2.3771;15.01.2009;2.587;15.01.2009;3.14;15.01.2009;2.89;22.01.2009;3.681;19.01.2009;4.421
21.01.2009;2.536;16.01.2009;2.632;16.01.2009;3.297;16.01.2009;2.93;23.01.2009;3.793;20.01.2009;4.514
22.01.2009;2.5922;19.01.2009;2.708;19.01.2009;3.429;19.01.2009;2.996;26.01.2009;3.887;21.01.2009;4.567
23.01.2009;2.6172;20.01.2009;2.68;20.01.2009;3.515;20.01.2009;3.019;27.01.2009;3.807;22.01.2009;4.653
26.01.2009;2.6411;21.01.2009;2.734;21.01.2009;3.444;21.01.2009;2.999;28.01.2009;3.731;23.01.2009;4.789
27.01.2009;2.5274;22.01.2009;2.755;22.01.2009;3.505;22.01.2009;3.108;29.01.2009;3.756;26.01.2009;4.837
28.01.2009;2.6665;23.01.2009;2.82;23.01.2009;3.686;23.01.2009;3.237;30.01.2009;3.806;27.01.2009;4.846
29.01.2009;2.8586;26.01.2009;2.917;26.01.2009;3.696;26.01.2009;3.327;02.02.2009;3.799;28.01.2009;4.767
30.01.2009;2.8403;27.01.2009;2.902;27.01.2009;3.668;27.01.2009;3.26;03.02.2009;3.824;29.01.2009;4.683
02.02.2009;2.7226;28.01.2009;2.96;28.01.2009;3.644;28.01.2009;3.233;04.02.2009;3.796;30.01.2009;4.714
03.02.2009;2.884;29.01.2009;3.074;29.01.2009;3.687;29.01.2009;3.259;05.02.2009;3.778;02.02.2009;4.626
04.02.2009;2.9353;30.01.2009;3.05;30.01.2009;3.704;30.01.2009;3.296;06.02.2009;3.792;03.02.2009;4.608
05.02.2009;2.912;02.02.2009;2.995;02.02.2009;3.696;02.02.2009;3.284;09.02.2009;3.813;04.02.2009;4.531
06.02.2009;2.9917;03.02.2009;3.067;03.02.2009;3.749;03.02.2009;3.335;10.02.2009;3.751;05.02.2009;4.567
09.02.2009;2.9844;04.02.2009;3.12;04.02.2009;3.772;04.02.2009;3.363;11.02.2009;3.645;06.02.2009;4.568
10.02.2009;2.8136;05.02.2009;3.028;05.02.2009;3.717;05.02.2009;3.339;12.02.2009;3.562;09.02.2009;4.545
11.02.2009;2.7537;06.02.2009;3.031;06.02.2009;3.735;06.02.2009;3.371;13.02.2009;3.596;10.02.2009;4.53
12.02.2009;2.7824;09.02.2009;3.08;09.02.2009;3.965;09.02.2009;3.403;16.02.2009;3.555;11.02.2009;4.514
13.02.2009;2.8894;10.02.2009;2.992;10.02.2009;3.853;10.02.2009;3.343;17.02.2009;3.512;12.02.2009;4.491
16.02.2009;2.8895;11.02.2009;2.944;11.02.2009;3.612;11.02.2009;3.189;18.02.2009;3.516;13.02.2009;4.578
17.02.2009;2.6479;12.02.2009;2.904;12.02.2009;3.477;12.02.2009;3.083;19.02.2009;3.602;16.02.2009;4.584
18.02.2009;2.7554;13.02.2009;2.94;13.02.2009;3.558;13.02.2009;3.107;20.02.2009;3.528;17.02.2009;4.55
19.02.2009;2.8531;16.02.2009;2.938;16.02.2009;3.496;16.02.2009;3.037;23.02.2009;3.524;18.02.2009;4.501
20.02.2009;2.7879;17.02.2009;2.814;17.02.2009;3.415;17.02.2009;2.975;24.02.2009;3.515;19.02.2009;4.482
23.02.2009;2.7536;18.02.2009;2.857;18.02.2009;3.388;18.02.2009;2.994;25.02.2009;3.529;20.02.2009;4.435
24.02.2009;2.7951;19.02.2009;2.901;19.02.2009;3.509;19.02.2009;3.08;26.02.2009;3.664;23.02.2009;4.445
25.02.2009;2.9263;20.02.2009;2.871;20.02.2009;3.415;20.02.2009;3.014;27.02.2009;3.661;24.02.2009;4.504
26.02.2009;2.9908;23.02.2009;2.843;23.02.2009;3.458;23.02.2009;3.014;02.03.2009;3.592;25.02.2009;4.565
27.02.2009;3.0131;24.02.2009;2.863;24.02.2009;3.415;24.02.2009;2.988;03.03.2009;3.631;26.02.2009;4.674
02.03.2009;2.8624;25.02.2009;2.951;25.02.2009;3.458;25.02.2009;2.993;04.03.2009;3.719;27.02.2009;4.681
03.03.2009;2.8771;26.02.2009;3.152;26.02.2009;3.641;26.02.2009;3.128;05.03.2009;3.596;02.03.2009;4.597
04.03.2009;2.9745;27.02.2009;3.131;27.02.2009;3.623;27.02.2009;3.112;06.03.2009;3.537;03.03.2009;4.608
05.03.2009;2.8115;02.03.2009;3.012;02.03.2009;3.56;02.03.2009;3.03;09.03.2009;3.564;04.03.2009;4.634
06.03.2009;2.8717;03.03.2009;2.987;03.03.2009;3.557;03.03.2009;3.048;10.03.2009;3.624;05.03.2009;4.511
09.03.2009;2.8589;04.03.2009;3.02;04.03.2009;3.643;04.03.2009;3.136;11.03.2009;3.664;06.03.2009;4.486
10.03.2009;3.0044;05.03.2009;2.925;05.03.2009;3.358;05.03.2009;3.017;12.03.2009;3.595;09.03.2009;4.46
11.03.2009;2.9048;06.03.2009;2.932;06.03.2009;3.064;06.03.2009;2.925;13.03.2009;3.609;10.03.2009;4.494
12.03.2009;2.8535;09.03.2009;2.939;09.03.2009;3.127;09.03.2009;2.936;16.03.2009;3.66;11.03.2009;4.525
13.03.2009;2.8902;10.03.2009;2.993;10.03.2009;3.113;10.03.2009;3;17.03.2009;3.703;12.03.2009;4.523
16.03.2009;2.9529;11.03.2009;2.918;11.03.2009;3.092;11.03.2009;3.07;18.03.2009;3.733;13.03.2009;4.517
17.03.2009;3.0066;12.03.2009;2.921;12.03.2009;2.951;12.03.2009;3.007;19.03.2009;3.584;16.03.2009;4.516
18.03.2009;2.533;13.03.2009;2.872;13.03.2009;2.949;13.03.2009;3.059;20.03.2009;3.51;17.03.2009;4.524
19.03.2009;2.6023;16.03.2009;2.887;16.03.2009;3.034;16.03.2009;3.145;23.03.2009;3.556;18.03.2009;4.532
20.03.2009;2.6344;17.03.2009;2.925;17.03.2009;3.07;17.03.2009;3.191;24.03.2009;3.66;19.03.2009;4.388
23.03.2009;2.6523;18.03.2009;2.704;18.03.2009;3.114;18.03.2009;3.221;25.03.2009;3.635;20.03.2009;4.262
24.03.2009;2.701;19.03.2009;2.698;19.03.2009;3.034;19.03.2009;3.045;26.03.2009;3.605;23.03.2009;4.338
25.03.2009;2.7844;20.03.2009;2.739;20.03.2009;3.028;20.03.2009;2.974;27.03.2009;3.584;24.03.2009;4.45
26.03.2009;2.7389;23.03.2009;2.765;23.03.2009;3.137;23.03.2009;3.019;30.03.2009;3.579;25.03.2009;4.394
27.03.2009;2.7571;24.03.2009;2.895;24.03.2009;3.333;24.03.2009;3.149;31.03.2009;3.553;26.03.2009;4.381
30.03.2009;2.7117;25.03.2009;2.961;25.03.2009;3.281;25.03.2009;3.146;01.04.2009;3.553;27.03.2009;4.367
31.03.2009;2.6629;26.03.2009;2.894;26.03.2009;3.31;26.03.2009;3.13;02.04.2009;3.725;30.03.2009;4.427
01.04.2009;2.6539;27.03.2009;2.925;27.03.2009;3.286;27.03.2009;3.086;03.04.2009;3.746;31.03.2009;4.394
02.04.2009;2.7662;30.03.2009;2.823;30.03.2009;3.179;30.03.2009;3.026;06.04.2009;3.709;01.04.2009;4.338
03.04.2009;2.8853;31.03.2009;2.782;31.03.2009;3.166;31.03.2009;2.994;07.04.2009;3.722;02.04.2009;4.435
06.04.2009;2.9223;01.04.2009;2.775;01.04.2009;3.131;01.04.2009;2.994;08.04.2009;3.725;03.04.2009;4.404
07.04.2009;2.8965;02.04.2009;2.856;02.04.2009;3.373;02.04.2009;3.16;09.04.2009;3.752;06.04.2009;4.399
08.04.2009;2.8559;03.04.2009;2.931;03.04.2009;3.424;03.04.2009;3.221;10.04.2009;3.733;07.04.2009;4.443
09.04.2009;2.9207;06.04.2009;2.987;06.04.2009;3.442;06.04.2009;3.218;13.04.2009;3.732;08.04.2009;4.44
10.04.2009;2.9226;07.04.2009;2.949;07.04.2009;3.441;07.04.2009;3.217;14.04.2009;3.691;09.04.2009;4.44
13.04.2009;2.8579;08.04.2009;2.9;08.04.2009;3.351;08.04.2009;3.214;15.04.2009;3.633;10.04.2009;4.426
14.04.2009;2.7845;09.04.2009;2.944;09.04.2009;3.285;09.04.2009;3.257;16.04.2009;3.662;13.04.2009;4.426
15.04.2009;2.7644;10.04.2009;2.927;10.04.2009;3.288;10.04.2009;3.25;17.04.2009;3.744;14.04.2009;4.392
16.04.2009;2.8303;13.04.2009;2.941;13.04.2009;3.29;13.04.2009;3.252;20.04.2009;3.626;15.04.2009;4.331
17.04.2009;2.9451;14.04.2009;2.917;14.04.2009;3.212;14.04.2009;3.199;21.04.2009;3.624;16.04.2009;4.321
20.04.2009;2.8359;15.04.2009;2.935;15.04.2009;3.257;15.04.2009;3.142;22.04.2009;3.652;17.04.2009;4.365
21.04.2009;2.8969;16.04.2009;2.954;16.04.2009;3.238;16.04.2009;3.176;23.04.2009;3.636;20.04.2009;4.306
22.04.2009;2.9397;17.04.2009;3.007;17.04.2009;3.357;17.04.2009;3.27;24.04.2009;3.615;21.04.2009;4.337
23.04.2009;2.9193;20.04.2009;2.89;20.04.2009;3.215;20.04.2009;3.149;27.04.2009;3.59;22.04.2009;4.366
24.04.2009;2.9903;21.04.2009;2.901;21.04.2009;3.311;21.04.2009;3.14;28.04.2009;3.575;23.04.2009;4.309
27.04.2009;2.9083;22.04.2009;2.94;22.04.2009;3.446;22.04.2009;3.209;29.04.2009;3.554;24.04.2009;4.31
28.04.2009;3.0073;23.04.2009;3.003;23.04.2009;3.518;23.04.2009;3.222;30.04.2009;3.59;27.04.2009;4.296
29.04.2009;3.1073;24.04.2009;3.016;24.04.2009;3.487;24.04.2009;3.191;01.05.2009;3.59;28.04.2009;4.294
30.04.2009;3.1187;27.04.2009;3.01;27.04.2009;3.484;27.04.2009;3.161;04.05.2009;3.627;29.04.2009;4.274
01.05.2009;3.1533;28.04.2009;3.054;28.04.2009;3.456;28.04.2009;3.141;05.05.2009;3.596;30.04.2009;4.277
04.05.2009;3.1514;29.04.2009;3.083;29.04.2009;3.455;29.04.2009;3.131;06.05.2009;3.625;01.05.2009;4.276
05.05.2009;3.1592;30.04.2009;3.101;30.04.2009;3.501;30.04.2009;3.178;07.05.2009;3.765;04.05.2009;4.253
06.05.2009;3.1612;01.05.2009;3.095;01.05.2009;3.553;01.05.2009;3.17;08.05.2009;3.802;05.05.2009;4.195
07.05.2009;3.3341;04.05.2009;3.094;04.05.2009;3.547;04.05.2009;3.243;11.05.2009;3.746;06.05.2009;4.202
08.05.2009;3.2856;05.05.2009;3.051;05.05.2009;3.555;05.05.2009;3.211;12.05.2009;3.783;07.05.2009;4.231
11.05.2009;3.1654;06.05.2009;3.07;06.05.2009;3.605;06.05.2009;3.24;13.05.2009;3.733;08.05.2009;4.252
12.05.2009;3.1727;07.05.2009;3.142;07.05.2009;3.678;07.05.2009;3.38;14.05.2009;3.723;11.05.2009;4.228
13.05.2009;3.1195;08.05.2009;3.162;08.05.2009;3.729;08.05.2009;3.447;15.05.2009;3.762;12.05.2009;4.318
14.05.2009;3.0884;11.05.2009;3.109;11.05.2009;3.658;11.05.2009;3.388;18.05.2009;3.763;13.05.2009;4.31
15.05.2009;3.1341;12.05.2009;3.13;12.05.2009;3.661;12.05.2009;3.407;19.05.2009;3.82;14.05.2009;4.321
18.05.2009;3.23;13.05.2009;3.103;13.05.2009;3.519;13.05.2009;3.343;20.05.2009;3.81;15.05.2009;4.294
19.05.2009;3.243;14.05.2009;3.091;14.05.2009;3.48;14.05.2009;3.305;21.05.2009;3.821;18.05.2009;4.291
20.05.2009;3.1912;15.05.2009;3.101;15.05.2009;3.537;15.05.2009;3.365;22.05.2009;3.869;19.05.2009;4.318
21.05.2009;3.3644;18.05.2009;3.099;18.05.2009;3.48;18.05.2009;3.358;25.05.2009;3.918;20.05.2009;4.302
22.05.2009;3.4495;19.05.2009;3.147;19.05.2009;3.5;19.05.2009;3.438;26.05.2009;3.941;21.05.2009;4.308
25.05.2009;3.4496;20.05.2009;3.143;20.05.2009;3.578;20.05.2009;3.433;27.05.2009;3.95;22.05.2009;4.368
26.05.2009;3.5467;21.05.2009;3.258;21.05.2009;3.665;21.05.2009;3.37;28.05.2009;4.011;25.05.2009;4.404
27.05.2009;3.7381;22.05.2009;3.259;22.05.2009;3.727;22.05.2009;3.547;29.05.2009;3.953;26.05.2009;4.448
28.05.2009;3.6122;25.05.2009;3.269;25.05.2009;3.729;25.05.2009;3.604;01.06.2009;4.013;27.05.2009;4.461
29.05.2009;3.4594;26.05.2009;3.412;26.05.2009;3.681;26.05.2009;3.621;02.06.2009;3.991;28.05.2009;4.544
01.06.2009;3.6726;27.05.2009;3.571;27.05.2009;3.745;27.05.2009;3.626;03.06.2009;3.914;29.05.2009;4.483
02.06.2009;3.6127;28.05.2009;3.478;28.05.2009;3.8;28.05.2009;3.66;04.06.2009;3.989;01.06.2009;4.494
03.06.2009;3.5398;29.05.2009;3.385;29.05.2009;3.747;29.05.2009;3.589;05.06.2009;4.053;02.06.2009;4.509
